UserID,WindowID,Split,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
883123,4,Train,Allentown,PA,US,18109,High School,Not Applicable,1999-01-01 00:00:00,6,11.0,No,No,0
885641,4,Test,Bloomfield,CT,US,06002,Associate's,Culinary Arts Food&Nutrition,,0,,No,No,0
886712,4,Train,Cerritos,CA,US,90703,PhD,Top,1996-05-01 00:00:00,5,16.0,Yes,No,0
886845,4,Train,San Ramon,CA,US,94582,,"Certificate of Achievement in ""Entrepreneurship""",2012-07-01 00:00:00,1,1.0,No,No,0
887551,4,Test,Taylor,MI,US,48180,PhD,Earth Sciences,2005-01-01 00:00:00,3,18.0,Yes,No,0
888284,4,Train,Moores Hill,IN,US,47032,Vocational,Electronic Marketing,2005-06-01 00:00:00,5,5.0,Yes,No,0
888385,4,Train,Lakeland,FL,US,33801,,Business Administration,1995-01-01 00:00:00,3,16.0,Yes,No,0
889386,4,Train,Miramar,FL,US,33025,High School,"Education, General",2000-06-01 00:00:00,7,13.0,Yes,No,0
893207,4,Train,Dallas,TX,US,75208,High School,Not Applicable,,5,11.0,No,No,0
898581,4,Train,Hollywood,FL,US,33025,Associate's,Health Field,2012-06-01 00:00:00,3,10.0,No,No,0
899771,4,Test,Los Angeles,CA,US,90019,,Business Admin,,4,6.0,Yes,Yes,10
904540,4,Test,Granada Hills,CA,US,91344,High School,Not Applicable,1991-01-01 00:00:00,5,7.0,,Yes,4
904557,4,Train,Carrsville,VA,US,23315,Bachelor's,Business Administration,2012-05-01 00:00:00,4,3.0,Yes,No,0
904559,4,Train,Arlington,TX,US,76014,High School,Not Applicable,1993-01-01 00:00:00,8,16.0,No,No,0
905062,4,Train,Kansas City,MO,US,64110,Associate's,Nursing,2013-05-01 00:00:00,4,7.0,,No,0
907109,4,Train,Wichita,KS,US,67217,High School,required,2008-05-01 00:00:00,2,2.0,No,No,0
907276,4,Train,Norcross,GA,US,30093,Bachelor's,Management,,4,10.0,Yes,No,0
908017,4,Train,Houston,TX,US,77054,,,,2,6.0,No,No,0
911276,4,Train,Houston,TX,US,77024,Associate's,,2005-09-01 00:00:00,10,9.0,,No,0
917916,4,Test,Dallas,TX,US,75236,High School,Not Applicable,2006-06-01 00:00:00,8,7.0,Yes,No,0
918023,4,Train,Dunwoody,GA,US,30338,High School,"Marketing/Marketing Management, General",2003-05-01 00:00:00,4,7.0,No,No,0
918119,4,Train,Torrance,CA,US,90505,Bachelor's,Criminal Justice,2011-06-01 00:00:00,4,3.0,Yes,Yes,2
919199,4,Train,Tampa,FL,US,33609-2702,Bachelor's,Business Administration,1986-12-01 00:00:00,1,16.0,,No,0
919562,4,Train,Chicago,IL,US,60628,High School,sociology,2004-06-01 00:00:00,3,5.0,Yes,No,0
920503,4,Train,Wylie,TX,US,75098,Associate's,Visual Arts,,5,19.0,,No,0
920901,4,Train,Clover,SC,US,29710,High School,High School Completion,1990-06-01 00:00:00,5,12.0,No,Yes,30
921675,4,Test,Dolton,IL,US,60419,High School,Not Applicable,,7,10.0,Yes,Yes,8
922773,4,Train,Oxford,OH,US,45056,Master's,Management,,5,15.0,Yes,No,0
923371,4,Train,Kansas City,KS,US,66104,Associate's,Business,1988-01-01 00:00:00,5,12.0,No,No,0
924011,4,Train,Pembroke Pines,FL,US,33024,Bachelor's,Finance,,4,16.0,Yes,No,0
924547,4,Train,Collingswood,NJ,US,08107,High School,Not Applicable,,1,3.0,No,No,0
927097,4,Train,Flint,MI,US,48503,Bachelor's,,2011-01-01 00:00:00,2,6.0,Yes,No,0
927511,4,Train,Phoenix,AZ,US,85023,Associate's,computer security,2012-05-01 00:00:00,2,8.0,Yes,No,0
928801,4,Train,Wilmington,NC,US,28403,Bachelor's,Finance-BSBA-GPA 3.3,2012-05-01 00:00:00,2,8.0,Yes,No,0
930886,4,Train,Atlanta,GA,US,30319,Bachelor's,Communications,2011-01-01 00:00:00,5,5.0,No,No,0
931858,4,Test,Phoenix,AZ,US,85037,Bachelor's,Business Administration,2012-05-01 00:00:00,6,12.0,Yes,Yes,5
932974,4,Train,Phoenix,AZ,US,85021,,Fashion Merchandising,2011-08-01 00:00:00,4,3.0,No,No,0
937518,4,Train,Glenn Heights,TX,US,75154,High School,Not Applicable,1992-05-01 00:00:00,5,10.0,Yes,No,0
938711,4,Train,New York,NY,US,10035,Bachelor's,Computer Information Systems,2003-03-01 00:00:00,3,10.0,Yes,Yes,10
939453,4,Train,Miami,FL,US,33147,,,,3,7.0,Yes,No,0
939491,4,Test,Chicago Heights,IL,US,60411,Master's,Management,,3,5.0,No,No,0
943774,4,Test,Cincinnati,OH,US,45239,,general studies engineering,1988-01-01 00:00:00,3,5.0,Yes,No,0
945225,4,Train,Bowling Green,KY,US,42103,Bachelor's,Public Management,2003-05-01 00:00:00,7,9.0,Yes,Yes,15
946146,4,Train,Pico Rivera,CA,US,90660,Associate's,Administration of Justice,2000-01-01 00:00:00,3,10.0,Yes,No,0
950271,4,Train,Chicago,IL,US,60647,Bachelor's,Graphic Design,2010-02-01 00:00:00,6,7.0,Yes,Yes,15
950447,4,Train,Charlotte,NC,US,28269,Associate's,Early Childhood Education,,4,16.0,No,No,0
951338,4,Train,Fayetteville,NC,US,28304,Bachelor's,Biology,2011-12-01 00:00:00,5,6.0,Yes,No,0
951401,4,Test,Greenwood,IN,US,46142,High School,Not Applicable,2005-01-01 00:00:00,6,5.0,Yes,No,0
953345,4,Train,Saint Louis,MO,US,63135,Associate's,of Applied Science- Medical Billing &amp; Coding,2006-01-01 00:00:00,5,9.0,No,No,0
953443,4,Train,Indianapolis,IN,US,46202,PhD,,,7,13.0,Yes,No,0
958898,4,Test,Houston,TX,US,77060,High School,,1981-01-01 00:00:00,3,18.0,No,No,0
961653,4,Test,Houston,TX,US,77066,,Nursing,2010-12-01 00:00:00,3,3.0,Yes,No,0
963542,4,Test,New York,NY,US,10039,Associate's,Computer Networking Systems Associate,2011-12-01 00:00:00,4,6.0,No,No,0
965038,4,Train,Aventura,FL,US,33160,Bachelor's,Economics,2010-01-01 00:00:00,7,7.0,Yes,No,0
968150,4,Train,Trevor,WI,US,53179,High School,Not Applicable,1988-06-01 00:00:00,3,16.0,No,No,0
970952,4,Train,Moraga,CA,US,94556,Associate's,Liberal Arts,1999-01-01 00:00:00,5,13.0,No,No,0
972234,4,Train,Miami,FL,US,33162,,,,5,5.0,Yes,No,0
972314,4,Train,Utica,MS,US,39175,,,,0,,,No,0
975871,4,Train,Cincinnati,OH,US,45212,High School,Not Applicable,,3,17.0,Yes,No,0
978655,4,Test,Long Branch,NJ,US,07740,Master's,MBA International Business,2014-01-01 00:00:00,1,2.0,No,Yes,15
984423,4,Train,Chicago,IL,US,60652,Master's,Finance,,4,5.0,No,No,0
985860,4,Test,North Miami Beach,FL,US,33160,Master's,Human resources Information Systems,2012-01-01 00:00:00,4,8.0,Yes,No,0
986757,4,Train,Statesville,NC,US,28677,PhD,,,5,4.0,,No,0
986911,4,Test,Orlando,FL,US,32828,Vocational,Medical Residency Programs - Subspecialty Certificates,1999-01-01 00:00:00,4,13.0,Yes,No,0
987435,4,Train,Bronx,NY,US,10467,,,,4,14.0,No,Yes,50
989423,4,Train,Carmel,IN,US,46032,High School,Not Applicable,,4,11.0,No,Yes,10
989787,4,Train,Orlando,FL,US,32808,Master's,Management,,0,,No,Yes,30
990706,4,Train,New York,NY,US,10034,Master's,,,3,10.0,No,Yes,60
991306,4,Train,Euless,TX,US,76040,,Communications & Public Relations,2010-01-01 00:00:00,5,8.0,Yes,No,0
991747,4,Train,Lawrenceville,GA,US,30043,,,,0,,,No,0
993846,4,Train,North Richland Hills,TX,US,76180,High School,Not Applicable,1998-01-01 00:00:00,3,13.0,,No,0
995227,4,Train,Clarksboro,NJ,US,08020,Bachelor's,ACCOUNTING,1981-05-01 00:00:00,4,18.0,No,Yes,5
995293,4,Train,Romeoville,IL,US,60446,Bachelor's,Marketing,,4,17.0,Yes,Yes,40
996461,4,Train,Colton,CA,US,92324,High School,basics,2002-06-01 00:00:00,8,8.0,Yes,No,0
998309,4,Train,Dallas,TX,US,75223,Associate's,research,2004-01-01 00:00:00,9,9.0,,No,0
998698,4,Train,Smyrna,GA,US,30082,Associate's,,2011-10-01 00:00:00,4,12.0,No,Yes,4
999677,4,Train,District Heights,MD,US,20747,Associate's,,1989-05-01 00:00:00,3,28.0,No,No,0
1000386,4,Train,Charlotte,NC,US,28212,Bachelor's,"Business Administration and Management, General",1988-05-01 00:00:00,9,24.0,Yes,No,0
1000781,4,Train,Anaheim,CA,US,92806,High School,,2006-06-01 00:00:00,7,7.0,Yes,No,0
1001865,4,Train,New York,NY,US,10019,Associate's,Accounting,1999-01-01 00:00:00,5,12.0,Yes,Yes,2
1006491,4,Train,Statesville,NC,US,28625,High School,,1994-06-01 00:00:00,4,16.0,Yes,Yes,20
1010562,4,Test,Miami,FL,US,33161,Associate's,aa,2010-12-01 00:00:00,2,8.0,,No,0
1010805,4,Test,Plano,TX,US,75075,,,,3,2.0,No,No,0
1010828,4,Train,Riverview,FL,US,33579,High School,,1974-05-01 00:00:00,4,21.0,No,Yes,9
1012432,4,Test,District Heights,MD,US,20747,High School,Business School,1973-01-01 00:00:00,4,28.0,Yes,No,0
1013803,4,Train,Plano,TX,US,75074,High School,,2007-05-01 00:00:00,9,7.0,No,No,0
1014348,4,Train,Houston,TX,US,77021,,,,3,11.0,No,No,0
1015158,4,Train,Atlanta,GA,US,30324,Associate's,Marketing,2000-01-01 00:00:00,4,20.0,,No,0
1015807,4,Train,Fresno,TX,US,77545,,,,5,16.0,Yes,No,0
1016295,4,Test,Fruitland,MD,US,21826,,English Composition,,10,7.0,No,No,0
1016510,4,Test,Phoenix,AZ,US,85042,Associate's,Drafting & Design,,4,5.0,No,No,0
1020505,4,Train,Canal Winchester,OH,US,43110,Bachelor's,Business Economics Graduate,,3,11.0,Yes,Yes,14
1022825,4,Train,Lauderhill,FL,US,33313,,,,5,6.0,No,No,0
1024119,4,Train,Conroe,TX,US,77303,,,,0,,,No,0
1026031,4,Train,Kissimmee,FL,US,34747,,MECHANICAL,2005-01-01 00:00:00,8,8.0,Yes,No,0
1029014,4,Train,Bradenton,FL,US,34212,Bachelor's,Management and General Business Administration,2005-12-01 00:00:00,3,5.0,No,Yes,12
1029206,4,Train,Elk Grove,CA,US,95624,Master's,,,4,9.0,Yes,No,0
1030539,4,Test,McHenry,IL,US,60050,,,,2,32.0,Yes,No,0
1031998,4,Train,Mesquite,TX,US,75180,High School,Not Applicable,2004-01-01 00:00:00,3,4.0,No,No,0
1033894,4,Train,College Park,GA,US,30349,High School,Not Applicable,,4,10.0,Yes,No,0
1033976,4,Test,Harvey,IL,US,60426,Bachelor's,Computer Science,,3,5.0,No,No,0
1034833,4,Train,Markham,IL,US,60428,High School,"Education, General",2004-06-01 00:00:00,4,8.0,Yes,Yes,5
1037518,4,Train,Gastonia,NC,US,28052,Associate's,busines admin,2009-10-01 00:00:00,1,4.0,Yes,No,0
1039069,4,Train,Lauderhill,FL,US,33313,Associate's,"Health and Medical Administrative Services, Other",2009-01-01 00:00:00,4,5.0,No,Yes,7
1042967,4,Train,Dallas,TX,US,75233,Associate's,Arts Teaching Education,2012-05-01 00:00:00,5,7.0,No,No,0
1044438,4,Train,Pico Rivera,CA,US,90660,High School,Not Applicable,2003-01-01 00:00:00,4,7.0,Yes,No,0
1045031,4,Train,Irving,TX,US,75038,High School,Not Applicable,2003-01-01 00:00:00,3,6.0,Yes,No,0
1045319,4,Train,Toledo,OH,US,43615,Bachelor's,Business Administration Organization Leadership management,2013-05-01 00:00:00,1,3.0,,No,0
1046773,4,Train,Huntsville,AL,US,35811,Bachelor's,Electrical Engineering,2008-01-01 00:00:00,5,12.0,Yes,No,0
1049647,4,Train,Des Plaines,IL,US,60016,Bachelor's,Business Administration,1981-01-01 00:00:00,10,25.0,,No,0
1050566,4,Train,Chicago,IL,US,60628,,Computerized Business Systems,1999-01-01 00:00:00,3,11.0,No,No,0
1055349,4,Train,Louisville,KY,US,40212,High School,Not Applicable,2008-05-01 00:00:00,5,7.0,No,No,0
1056145,4,Train,Chicago,IL,US,60605,,Accounting,1991-06-01 00:00:00,8,12.0,,No,0
1058479,4,Train,Glendale,AZ,US,85308,High School,Performing Arts,2006-06-01 00:00:00,4,6.0,No,Yes,11
1059350,4,Test,Baltimore,MD,US,21217,High School,,2002-01-01 00:00:00,2,3.0,No,No,0
1059894,4,Train,Spartanburg,SC,US,29303,Associate's,Business Management,1998-01-01 00:00:00,4,16.0,Yes,No,0
1061855,4,Train,Enterprise,AL,US,36331,Associate's,Construction Management,,2,3.0,Yes,Yes,300
1064166,4,Train,Richmond,IN,US,47374,Associate's,Office Administration,2012-05-01 00:00:00,4,9.0,Yes,No,0
1066318,4,Test,Hackensack,NJ,US,07601,Master's,Business Finance and Management,2005-12-01 00:00:00,5,9.0,No,No,0
1066616,4,Train,Tempe,AZ,US,85283,,,,7,10.0,No,No,0
1074279,4,Train,Kissimmee,FL,US,34747,Bachelor's,Theatre Arts,1995-01-01 00:00:00,3,17.0,Yes,No,0
1074778,4,Train,Wichita,KS,US,67203,Bachelor's,Business and Technology Education,2005-12-01 00:00:00,3,12.0,No,Yes,5
1080069,4,Train,Jamaica,NY,US,11435,Associate's,"Business Administration and Management, General",2011-06-01 00:00:00,1,3.0,No,No,0
1080477,4,Train,Gary,IN,US,46409,,,,0,,Yes,No,0
1081609,4,Train,Peoria,AZ,US,85381,,Refrigeration,2010-01-01 00:00:00,2,5.0,No,No,0
1082008,4,Train,Winter Park,FL,US,32792,,"Business Administration and Management, General",2014-01-01 00:00:00,4,7.0,Yes,Yes,10
1083772,4,Train,Houston,TX,US,77071,Bachelor's,Psychology,2010-12-01 00:00:00,7,6.0,Yes,No,0
1085569,4,Test,East Orange,NJ,US,07018,High School,Not Applicable,,3,17.0,Yes,No,0
1088033,4,Train,Southgate,KY,US,41071,High School,General Studies,1994-06-01 00:00:00,2,8.0,Yes,No,0
1092763,4,Train,Orlando,FL,US,32835,,Emergency Medical Technician,2011-06-01 00:00:00,5,9.0,No,No,0
1094846,4,Train,Mount Laurel,NJ,US,08054,Master's,Law and Governance,2012-05-01 00:00:00,4,7.0,Yes,No,0
1100315,4,Train,Charlotte,NC,US,28273,,,1992-01-01 00:00:00,5,6.0,Yes,No,0
1101966,4,Train,Brooklyn,NY,US,11214,High School,Nursing Program,,4,3.0,No,No,0
1102940,4,Train,Charlotte,NC,US,28208,Master's,Accounting/Finance,,10,19.0,No,Yes,10
1103909,4,Train,Miami,FL,US,33269,Bachelor's,Sociology,2012-06-01 00:00:00,3,6.0,No,Yes,15
1107869,4,Test,Indianapolis,IN,US,46236,Associate's,Dental Laboratory Technology,1980-01-01 00:00:00,1,1.0,No,Yes,8
1110607,4,Train,Chicago,IL,US,60636,,,,2,4.0,No,No,0
1111166,4,Train,Los Angeles,CA,US,90066,Bachelor's,Government,2001-01-01 00:00:00,4,11.0,Yes,No,0
1111664,4,Train,Wilton Manors,FL,US,33305,,Professional and Technical Writing,,6,10.0,Yes,No,0
1111744,4,Train,Louisville,KY,US,40211,Vocational,CMT Training,2009-04-01 00:00:00,3,2.0,No,No,0
1112612,4,Test,Avondale,AZ,US,85323,Associate's,Automotive / Diesel and Industrial Technology,,4,8.0,Yes,No,0
1112789,4,Train,Irving,TX,US,75016,Bachelor's,Management,2010-05-01 00:00:00,5,11.0,Yes,No,0
1115150,4,Train,Chicago,IL,US,60629,Bachelor's,Management,2001-01-01 00:00:00,5,10.0,No,No,0
1115193,4,Train,Passaic,NJ,US,07055,,,2002-01-01 00:00:00,8,11.0,Yes,Yes,15
1116933,4,Train,Cincinnati,OH,US,45224,,,,7,9.0,Yes,No,0
1117096,4,Train,Indianapolis,IN,US,46260,Bachelor's,Business Management,2010-12-01 00:00:00,3,4.0,No,Yes,12
1117370,4,Train,Staten Island,NY,US,10306,Bachelor's,Economics,2012-01-01 00:00:00,3,9.0,No,No,0
1118390,4,Train,Chicago,IL,US,60616,Bachelor's,Biomedical Engineering,,4,2.0,Yes,No,0
1124892,4,Train,West Palm Beach,FL,US,33409,Associate's,,2003-01-01 00:00:00,3,9.0,No,Yes,20
1126284,4,Test,San Jose,CA,US,95136,Bachelor's,Criminal Justice,2012-06-01 00:00:00,7,17.0,,No,0
1127534,4,Train,Hamilton,NJ,US,08620,Bachelor's,,,2,17.0,,No,0
1131288,4,Test,Arlington,TX,US,76006,Bachelor's,,,5,4.0,No,No,0
1132041,4,Train,Dallas,TX,US,75224,High School,Not Applicable,2003-01-01 00:00:00,6,7.0,Yes,No,0
1132739,4,Train,South Richmond Hill,NY,US,11419,High School,Not Applicable,1977-06-01 00:00:00,6,26.0,No,No,0
1134536,4,Train,Washington,DC,US,20017,High School,Medical/Clinical Assistant,2010-04-01 00:00:00,5,10.0,Yes,No,0
1134807,4,Test,Justice,IL,US,60458,,,1982-06-01 00:00:00,4,30.0,No,No,0
1135929,4,Test,Martinez,CA,US,94553,Bachelor's,Business Administration,2007-01-01 00:00:00,1,5.0,No,Yes,30
1137517,4,Train,Hayneville,AL,US,36040,,,,5,7.0,No,Yes,450
1138049,4,Train,Indianapolis,IN,US,46241,High School,Not Applicable,1998-01-01 00:00:00,4,12.0,No,Yes,7
1141926,4,Test,Philadelphia,PA,US,19126,,Biology/Psychology,,6,12.0,No,No,0
1145915,4,Test,Chicago,IL,US,60660,Bachelor's,following,,2,9.0,Yes,No,0
1146026,4,Test,Canton,MI,US,48188,,,,5,14.0,No,No,0
1146096,4,Train,Chicago,IL,US,60639,Master's,Accountancy,,4,7.0,Yes,Yes,5
1148136,4,Test,Houston,TX,US,77036,,,,4,9.0,Yes,No,0
1148958,4,Train,Atlanta,GA,US,30337,,Medical Records,2009-01-01 00:00:00,5,11.0,No,Yes,18
1149814,4,Train,Carrollton,TX,US,75007,Bachelor's,Psychology,2005-03-01 00:00:00,3,7.0,Yes,No,0
1152057,4,Test,Tampa,FL,US,33611,High School,"Education, General",2007-08-01 00:00:00,3,4.0,No,Yes,50
1152595,4,Train,Miramar,FL,US,33023,Associate's,Respiratory Care Therapy/Therapist,2014-06-01 00:00:00,5,12.0,No,No,0
1153914,4,Train,Margate,FL,US,33063,High School,General Studies,1993-01-01 00:00:00,4,16.0,No,Yes,6
1155634,4,Test,Dallas,TX,US,75231,Bachelor's,,2011-01-01 00:00:00,4,2.0,Yes,No,0
1155930,4,Train,Stone Mountain,GA,US,30088,High School,Not Applicable,1975-01-01 00:00:00,9,25.0,Yes,No,0
1157374,4,Train,Houston,TX,US,77073,Associate's,Computer Science,2008-03-01 00:00:00,4,7.0,Yes,Yes,10
1160020,4,Train,Sugar Land,TX,US,77478,Master's,MANAGEMENT ENGINEERING,1993-01-01 00:00:00,4,18.0,Yes,Yes,10
1160948,4,Train,Leesburg,FL,US,34748,High School,Not Applicable,,5,22.0,Yes,No,0
1162090,4,Train,Newark,NJ,US,07106,Master's,Management,2012-05-01 00:00:00,9,6.0,Yes,No,0
1162218,4,Train,Jacksonville,FL,US,32218,Master's,Human Rsources Management,2010-12-01 00:00:00,5,25.0,Yes,No,0
1162669,4,Train,Malibu,CA,US,90265,,,,4,17.0,Yes,No,0
1166978,4,Train,East Point,GA,US,30344,High School,,1989-06-01 00:00:00,5,18.0,No,No,0
1168144,4,Train,Tempe,AZ,US,85281,,"Business Administration and Management, General",2012-05-01 00:00:00,10,9.0,,No,0
1168541,4,Train,Burr Ridge,IL,US,60527,Master's,Industrial Engineering,2009-05-01 00:00:00,3,12.0,No,No,0
1170850,4,Train,Winston Salem,NC,US,27103,Bachelor's,Hospitality and Tourism Management,2007-12-01 00:00:00,3,11.0,Yes,No,0
1170920,4,Train,Cleves,OH,US,45002,Associate's,,1998-01-01 00:00:00,4,22.0,Yes,No,0
1171945,4,Test,McDonough,GA,US,30253,,,,5,9.0,No,Yes,15
1172249,4,Train,Gilbert,AZ,US,85296,High School,,2002-05-01 00:00:00,5,10.0,Yes,No,0
1173325,4,Train,York,SC,US,29745,High School,Not Applicable,2008-06-01 00:00:00,2,5.0,No,No,0
1174228,4,Train,Phoenix,AZ,US,85006,Bachelor's,Medical Assisting,2008-05-01 00:00:00,5,10.0,No,No,0
1176126,4,Train,West Covina,CA,US,91790,Master's,Psychology/Human Behavior,2011-12-01 00:00:00,5,9.0,Yes,No,0
1178262,4,Train,Washington,DC,US,20018,High School,Not Applicable,2002-05-01 00:00:00,5,12.0,Yes,Yes,4
1179579,4,Train,Lithonia,GA,US,30038,Bachelor's,Biology,2011-05-01 00:00:00,6,5.0,Yes,No,0
1180414,4,Train,Lauderhill,FL,US,33313,High School,Not Applicable,2000-01-01 00:00:00,4,5.0,Yes,No,0
1181004,4,Train,Jonesboro,GA,US,30236,High School,Not Applicable,,3,3.0,Yes,No,0
1181279,4,Test,Peoria,AZ,US,85381,Master's,Human Resource Management,2007-01-01 00:00:00,1,0.0,No,No,0
1184344,4,Train,Toledo,OH,US,43613,Bachelor's,Social Work,,3,1.0,No,No,0
1185464,4,Train,Harvey,IL,US,60426,High School,Not Applicable,2010-01-01 00:00:00,5,10.0,Yes,No,0
1186443,4,Test,Columbia,MD,US,21045,Master's,"Human Services, General",2014-05-01 00:00:00,6,17.0,Yes,No,0
1188135,4,Train,Kenosha,WI,US,53143,Master's,Corporate Finance,,5,24.0,Yes,No,0
1189092,4,Train,Chicago,IL,US,60652,,Medical Insurance Billing and Coding,,4,5.0,Yes,No,0
1189885,4,Train,Brooklyn,NY,US,11236,Bachelor's,Liberal Arts,2006-01-01 00:00:00,3,8.0,Yes,No,0
1190458,4,Train,Valley Stream,NY,US,11580,Bachelor's,,2009-01-01 00:00:00,5,7.0,No,No,0
1191893,4,Train,Houston,TX,US,77076,High School,Not Applicable,,1,1.0,Yes,No,0
1192662,4,Train,Atlanta,GA,US,30324,Bachelor's,Political Science and International Relations,,4,22.0,Yes,Yes,180
1192765,4,Test,Kansas City,MO,US,64132,High School,all courses,1982-02-01 00:00:00,1,2.0,Yes,Yes,15
1193296,4,Train,Atlanta,GA,US,30344,Bachelor's,History,2011-12-01 00:00:00,1,4.0,No,No,0
1194701,4,Test,Phoenix,AZ,US,85029,High School,general,1975-06-01 00:00:00,1,24.0,,No,0
1195741,4,Train,Los Angeles,CA,US,90062,Bachelor's,Automotive,2007-07-01 00:00:00,7,17.0,No,Yes,35
1198411,4,Train,Arlington,TX,US,76014,High School,Not Applicable,,3,3.0,No,No,0
1200172,4,Test,Los Angeles,CA,US,90062,High School,"Math, Science, Tech",2004-06-01 00:00:00,1,4.0,,No,0
1200299,4,Train,Dallas,TX,US,75243,Bachelor's,Science and General,,6,15.0,Yes,No,0
1200878,4,Train,Milwaukee,WI,US,53215,,Project Management for Executive Assistants,,3,12.0,Yes,No,0
1201210,4,Train,Irving,TX,US,75039,Bachelor's,Business Administration,,3,9.0,Yes,No,0
1203264,4,Train,Harrisonburg,VA,US,22801,Bachelor's,History & Political Science,2010-05-01 00:00:00,6,13.0,Yes,Yes,7
1203765,4,Test,Lake City,FL,US,32024,Bachelor's,,,4,8.0,Yes,No,0
1204119,4,Train,Raleigh,NC,US,27613,,,,7,15.0,Yes,No,0
1204704,4,Train,Arlington,TX,US,76001,,,,5,22.0,Yes,Yes,4
1206958,4,Train,Chicago,IL,US,60652,Bachelor's,Business Administration,,2,13.0,No,No,0
1207703,4,Train,North Miami,FL,US,33181,PhD,PSYCHOLOGY,2000-06-01 00:00:00,4,19.0,Yes,No,0
1209087,4,Test,Forney,TX,US,75126,,Business Management,1996-01-01 00:00:00,5,13.0,Yes,No,0
1210942,4,Train,Orlando,FL,US,32835,High School,Not Applicable,2007-01-01 00:00:00,3,7.0,Yes,No,0
1211489,4,Train,Easton,PA,US,18042,High School,Not Applicable,,5,13.0,No,No,0
1212240,4,Train,Waukegan,IL,US,60087,,Psychology and Justice Studies,2012-05-01 00:00:00,7,9.0,Yes,Yes,4
1212769,4,Train,Glendale,CA,US,91206,,Psychology/Advertising,1988-01-01 00:00:00,5,22.0,Yes,Yes,15
1214375,4,Train,Houston,TX,US,77051,High School,,2007-01-01 00:00:00,3,3.0,No,No,0
1215003,4,Train,Lithonia,GA,US,30058,Associate's,"Psychology, General",2011-12-01 00:00:00,3,3.0,No,No,0
1215501,4,Train,New York,NY,US,10032,High School,,2008-01-01 00:00:00,6,12.0,Yes,No,0
1215686,4,Test,Houston,TX,US,77021,,,,3,15.0,No,No,0
1218933,4,Train,Mc Cordsville,IN,US,46055,Master's,Business Administration,2011-01-01 00:00:00,4,7.0,No,Yes,3
1221957,4,Train,Houston,TX,US,77004,Bachelor's,Accounting,2010-08-01 00:00:00,5,4.0,Yes,No,0
1222613,4,Train,Surprise,AZ,US,85387,Bachelor's,"Business Administration and Management, General",2009-01-01 00:00:00,4,7.0,No,Yes,20
1223350,4,Train,Dayton,OH,US,45406,High School,,1999-01-01 00:00:00,4,9.0,Yes,Yes,3
1224173,4,Test,Brooklyn,NY,US,11212,High School,"Education, General",2009-07-01 00:00:00,4,3.0,No,No,0
1225768,4,Train,Charlotte,NC,US,28216,Associate's,Business Administration,,7,18.0,Yes,No,0
1226930,4,Test,Fort Lauderdale,FL,US,33317,Master's,Mental Health Counseling,,4,10.0,No,No,0
1227339,4,Train,Torrance,CA,US,90501,Master's,Psychology,2010-09-01 00:00:00,5,5.0,Yes,No,0
1227800,4,Train,Louisville,KY,US,40219,Bachelor's,BS Business Management,2014-06-01 00:00:00,10,13.0,Yes,Yes,7
1231736,4,Train,Raytown,MO,US,64138,High School,,2008-05-01 00:00:00,2,2.0,No,No,0
1232199,4,Train,Detroit,MI,US,48235,Bachelor's,Business Leadership,,4,5.0,,No,0
1234353,4,Train,Houston,TX,US,77090,,,1989-01-01 00:00:00,5,22.0,Yes,No,0
1235648,4,Train,South Attleboro,MA,US,02703,Bachelor's,Communication Studies,2010-05-01 00:00:00,5,10.0,Yes,No,0
1236189,4,Train,Indianapolis,IN,US,46268,,,,0,,,No,0
1236263,4,Train,Park Ridge,IL,US,60068,Master's,Experimental Psychology,2012-04-01 00:00:00,0,,No,No,0
1237872,4,Train,Brooklyn,NY,US,11226,Master's,Counseling,2012-06-01 00:00:00,3,9.0,Yes,No,0
1238074,4,Test,Houston,TX,US,77090,Associate's,Criminal justice,2008-01-01 00:00:00,6,7.0,No,Yes,3
1240440,4,Test,Deerfield Beach,FL,US,33441,,,,0,,No,No,0
1240458,4,Train,Stone Mountain,GA,US,30088,High School,Not Applicable,,1,3.0,No,No,0
1241833,4,Train,Huntington Station,NY,US,11746,Bachelor's,Accounting and Economics,2011-02-01 00:00:00,4,7.0,No,No,0
1242985,4,Test,Orlando,FL,US,32814,,Liberal Arts and Sciences/Liberal Studies,1991-06-01 00:00:00,8,21.0,No,Yes,13
1246330,4,Test,Bronx,NY,US,10473,Associate's,Criminal Justice,,3,8.0,Yes,Yes,3
1246598,4,Train,Hallandale,FL,US,33008,High School,Not Applicable,,6,14.0,Yes,Yes,5
1246851,4,Test,Dallas,TX,US,75217,,,,3,12.0,Yes,Yes,5
1248095,4,Test,Cary,NC,US,27512,Associate's,Business Administration,2010-06-01 00:00:00,10,11.0,Yes,No,0
1248656,4,Train,Lilburn,GA,US,30047,High School,"Mathematics, General",1992-06-01 00:00:00,4,13.0,No,Yes,15
1251381,4,Test,Phoenix,AZ,US,85027,High School,General Studies,1984-05-01 00:00:00,7,14.0,No,Yes,67
1252698,4,Train,Phoenix,AZ,US,85032,Associate's,General,2012-01-01 00:00:00,4,16.0,No,Yes,3
1255085,4,Train,Orlando,FL,US,32818,,Diploma,1988-06-01 00:00:00,7,11.0,Yes,Yes,5
